user,item,skill,correct,wins,fails
18,237,1,1,119,26
18,238,1,1,120,26
18,31,4,1,109,52
18,32,4,0,109,53
18,32,4,1,110,53
18,33,4,0,110,54
18,33,4,1,111,54
18,28,4,1,112,54
18,29,4,0,112,55
18,29,4,1,113,55
18,30,4,0,113,56
18,30,4,1,114,56
18,38,4,1,115,56
18,39,4,0,115,57
18,39,4,1,116,57
18,37,4,1,117,57
18,37,4,1,118,57
18,39,4,1,119,57
18,38,4,0,119,58
18,38,4,1,120,58
18,34,4,1,121,58
18,35,4,0,121,59
18,35,4,1,122,59
18,36,4,0,122,60
18,36,4,1,123,60
18,41,4,0,123,61
18,41,4,1,124,61
18,47,4,0,124,62
18,47,4,1,125,62
18,42,4,1,126,62
18,43,4,1,127,62
18,44,4,1,128,62
18,46,4,1,129,62
18,53,4,1,130,62
18,48,4,1,131,62
18,50,4,0,131,63
18,50,4,1,132,63
18,49,4,0,132,64
18,49,4,1,133,64
18,52,4,1,134,64
18,55,4,1,135,64
18,56,5,1,76,24
18,57,5,0,76,25
18,57,5,1,77,25
18,58,5,1,78,25
18,59,5,1,79,25
18,105,7,0,73,31
18,105,7,1,74,31
18,107,7,0,74,32
18,107,7,1,75,32
18,106,7,1,76,32
18,60,6,0,63,11
18,60,6,1,64,11
18,61,5,0,79,26
18,61,5,1,80,26
18,62,5,0,80,27
18,62,5,1,81,27
18,66,5,1,82,27
18,70,5,0,82,28
18,70,5,1,83,28
18,63,6,0,64,12
18,63,6,1,65,12
18,67,6,1,66,12
18,71,6,1,67,12
18,65,6,1,68,12
18,69,6,1,69,12
18,73,6,1,70,12
18,64,6,1,71,12
18,68,6,1,72,12
18,72,6,1,73,12
18,74,7,1,77,32
18,75,7,0,77,33
18,75,7,1,78,33
18,76,7,1,79,33
18,77,5,1,84,28
18,78,5,0,84,29
18,78,5,1,85,29
18,79,5,0,85,30
18,79,5,1,86,30
18,80,5,0,86,31
18,80,5,1,87,31
18,84,5,0,87,32
18,84,5,1,88,32
18,88,5,1,89,32
18,81,6,0,73,13
18,81,6,1,74,13
18,85,6,1,75,13
18,89,6,1,76,13
18,83,6,1,77,13
18,87,6,1,78,13
18,91,6,1,79,13
18,82,6,1,80,13
18,86,6,1,81,13
18,90,6,1,82,13
18,93,7,1,80,33
18,94,7,1,81,33
18,92,7,0,81,34
18,92,7,1,82,34
18,95,5,0,89,33
18,95,5,1,90,33
18,97,5,1,91,33
18,96,5,1,92,33
18,227,5,0,92,34
18,227,5,1,93,34
18,100,5,1,94,34
18,101,5,1,95,34
18,102,5,1,96,34
18,228,5,1,97,34
18,248,6,0,82,14
18,248,6,1,83,14
18,249,5,0,97,35
18,249,5,1,98,35
18,250,5,1,99,35
18,111,7,1,83,34
18,112,7,1,84,34
18,113,7,1,85,34
18,108,7,0,85,35
18,108,7,1,86,35
18,110,7,1,87,35
18,109,7,1,88,35
18,115,7,0,88,36
18,115,7,1,89,36
18,116,7,1,90,36
18,117,7,1,91,36
18,114,7,1,92,36
18,197,7,1,93,36
18,198,7,1,94,36
18,121,7,1,95,36
18,122,7,1,96,36
18,123,7,0,96,37
18,123,7,1,97,37
18,118,7,1,98,37
18,119,7,1,99,37
18,120,7,1,100,37
18,124,8,1,65,22
18,127,8,1,66,22
18,125,9,0,103,29
18,125,9,1,104,29
18,128,9,1,105,29
18,126,10,1,57,6
18,129,10,1,58,6
18,124,8,0,66,23
18,124,8,1,67,23
18,127,8,1,68,23
18,125,9,1,106,29
18,128,9,1,107,29
18,126,10,0,58,7
18,126,10,1,59,7
18,129,10,1,60,7
18,130,9,0,107,30
18,130,9,1,108,30
18,131,8,0,68,24
18,131,8,1,69,24
18,132,10,0,60,8
18,132,10,1,61,8
18,134,8,1,70,24
18,133,10,1,62,8
18,135,9,0,108,31
18,135,9,1,109,31
18,136,9,1,110,31
18,137,9,0,110,32
18,137,9,1,111,32
18,138,8,0,70,25
18,138,8,1,71,25
18,139,9,0,111,33
18,139,9,1,112,33
18,140,10,1,63,8
18,142,9,1,113,33
18,141,0,1,167,27
18,143,1,0,120,27
18,143,1,1,121,27
18,144,8,1,72,25
18,145,9,1,114,33
18,146,10,1,64,8
18,155,10,1,65,8
18,156,8,1,73,25
18,157,9,1,115,33
18,150,9,0,115,34
18,150,9,1,116,34
18,151,8,1,74,25
18,152,10,1,66,8
18,158,9,1,117,34
18,159,8,1,75,25
18,160,8,1,76,25
18,161,9,1,118,34
18,162,10,1,67,8
18,164,11,0,15,9
18,164,11,1,16,9
18,165,5,1,100,35
18,168,11,0,16,10
18,168,11,1,17,10
18,171,11,1,18,10
18,169,5,0,100,36
18,169,5,1,101,36
18,172,5,1,102,36
18,163,3,1,54,5
18,167,3,1,55,5
18,173,3,1,56,5
18,166,1,1,122,27
18,170,1,1,123,27
18,174,1,1,124,27
18,175,9,0,118,35
18,175,9,1,119,35
18,176,3,1,57,5
18,177,1,1,125,27
18,178,1,1,126,27
18,179,1,0,126,28
18,179,1,1,127,28
18,180,1,0,127,29
18,180,1,1,128,29
18,199,1,0,128,30
18,199,1,1,129,30
18,200,1,1,130,30
18,191,1,1,131,30
18,193,6,0,83,15
18,193,6,1,84,15
18,194,1,0,131,31
18,194,1,1,132,31
18,201,1,1,133,31
18,202,1,1,134,31
18,203,1,1,135,31
18,181,9,1,120,35
18,147,8,1,77,25
18,148,9,1,121,35
18,149,10,1,68,8
18,251,9,1,122,35
18,252,10,1,69,8
18,253,5,1,103,36
19,1,0,1,168,27
19,2,0,1,169,27
19,0,0,1,170,27
19,3,0,1,171,27
19,6,0,1,172,27
19,9,0,1,173,27
19,4,0,1,174,27
19,7,0,1,175,27
19,10,0,1,176,27
19,5,1,0,135,32
19,5,1,1,136,32
19,8,1,1,137,32
19,11,1,1,138,32
19,12,2,1,26,7
19,13,2,1,27,7
19,14,2,1,28,7
19,16,3,1,58,5
19,17,3,1,59,5
19,15,3,1,60,5
19,18,0,1,177,27
19,21,0,1,178,27
19,22,0,1,179,27
19,19,0,1,180,27
19,23,0,1,181,27
19,25,0,1,182,27
19,20,1,0,138,33
19,20,1,1,139,33
19,24,1,1,140,33
19,26,1,1,141,33
19,19,0,1,183,27
19,23,0,1,184,27
19,25,0,1,185,27
19,18,0,1,186,27
19,21,0,1,187,27
19,22,0,0,187,28
19,22,0,1,188,28
19,20,1,1,142,33
19,24,1,1,143,33
19,26,1,1,144,33
19,31,4,0,135,65
19,31,4,1,136,65
19,32,4,1,137,65
19,33,4,1,138,65
19,28,4,1,139,65
19,29,4,1,140,65
19,30,4,1,141,65
19,37,4,1,142,65
19,38,4,1,143,65
19,39,4,1,144,65
19,34,4,1,145,65
19,34,4,1,146,65
19,56,5,1,104,36
19,56,5,1,105,36
19,57,5,1,106,36
19,58,5,1,107,36
19,59,5,0,107,37
19,59,5,1,108,37
19,105,7,0,100,38
19,105,7,1,101,38
19,107,7,0,101,39
19,107,7,1,102,39
19,106,7,1,103,39
19,60,6,0,84,16
19,60,6,1,85,16
19,61,5,1,109,37
19,62,5,1,110,37
19,66,5,1,111,37
19,70,5,1,112,37
19,63,6,0,85,17
19,63,6,1,86,17
19,64,6,1,87,17
19,65,6,1,88,17
19,67,6,1,89,17
19,68,6,1,90,17
19,69,6,1,91,17
19,71,6,1,92,17
19,72,6,1,93,17
19,73,6,1,94,17
19,74,7,1,104,39
19,75,7,0,104,40
19,75,7,1,105,40
19,76,7,1,106,40
19,78,5,1,113,37
19,92,7,0,106,41
19,92,7,1,107,41
19,94,7,0,107,42
19,94,7,1,108,42
19,93,7,0,108,43
19,93,7,1,109,43
19,111,7,0,109,44
19,111,7,1,110,44
19,112,7,1,111,44
19,113,7,1,112,44
19,80,5,0,113,38
19,80,5,1,114,38
19,84,5,1,115,38
19,88,5,1,116,38
19,81,6,1,95,17
19,82,6,1,96,17
19,83,6,1,97,17
19,85,6,0,97,18
19,85,6,1,98,18
19,87,6,1,99,18
19,86,6,1,100,18
19,89,6,1,101,18
19,91,6,1,102,18
19,90,6,1,103,18
19,108,7,0,112,45
19,108,7,1,113,45
19,110,7,1,114,45
19,109,7,1,115,45
19,115,7,1,116,45
19,116,7,1,117,45
19,117,7,1,118,45
19,114,7,1,119,45
19,197,7,1,120,45
19,198,7,1,121,45
19,124,8,1,78,25
19,127,8,1,79,25
19,125,9,0,122,36
19,125,9,1,123,36
19,126,10,1,70,8
19,128,9,1,124,36
19,129,10,1,71,8
19,124,8,1,80,25
19,127,8,1,81,25
19,128,9,1,125,36
19,125,9,1,126,36
19,126,10,1,72,8
19,129,10,1,73,8
19,124,8,1,82,25
19,125,9,1,127,36
19,127,8,1,83,25
19,128,9,1,128,36
19,126,10,0,73,9
19,126,10,1,74,9
19,129,10,1,75,9
19,130,9,0,128,37
19,130,9,1,129,37
19,131,8,1,84,25
19,132,10,1,76,9
19,134,8,1,85,25
19,135,9,0,129,38
19,135,9,1,130,38
19,133,10,1,77,9
19,136,9,0,130,39
19,136,9,1,131,39
19,137,9,0,131,40
19,137,9,1,132,40
19,138,8,1,86,25
19,139,9,1,133,40
19,140,10,1,78,9
19,142,9,1,134,40
19,141,0,1,189,28
19,143,1,0,144,34
19,143,1,1,145,34
19,144,8,1,87,25
19,145,9,1,135,40
19,146,10,1,79,9
19,150,9,1,136,40
19,151,8,0,87,26
19,151,8,1,88,26
19,152,10,1,80,9
19,156,8,1,89,26
19,157,9,0,136,41
19,157,9,1,137,41
19,155,10,1,81,9
19,158,9,1,138,41
19,159,8,1,90,26
19,160,8,1,91,26
19,161,9,1,139,41
19,162,10,1,82,9
19,164,11,0,18,11
19,164,11,1,19,11
19,168,11,1,20,11
19,171,11,1,21,11
19,165,5,0,116,39
19,165,5,1,117,39
19,175,9,0,139,42
19,175,9,1,140,42
19,176,3,0,60,6
19,176,3,1,61,6
19,177,1,0,145,35
19,177,1,1,146,35
19,182,9,1,141,42
19,184,9,1,142,42
19,186,9,1,143,42
19,183,3,1,62,6
19,185,3,1,63,6
19,187,3,1,64,6
19,178,1,0,146,36
19,178,1,1,147,36
19,179,1,1,148,36
19,180,1,1,149,36
19,222,9,1,144,42
19,223,1,0,149,37
19,223,1,1,150,37
19,225,3,1,65,6
19,224,9,1,145,42
19,199,1,1,151,37
19,200,1,1,152,37
19,189,9,0,145,43
19,189,9,1,146,43
19,191,1,0,152,38
19,191,1,1,153,38
19,254,1,0,153,39
19,254,1,1,154,39
19,193,6,1,104,18
19,255,6,0,104,19
19,255,6,1,105,19
19,226,3,1,66,6
19,194,1,0,154,40
19,194,1,1,155,40
19,77,5,1,118,39
19,195,0,1,190,28
19,256,9,1,147,43
19,257,9,1,148,43
19,258,9,1,149,43
19,259,3,1,67,6
19,260,3,1,68,6
19,261,3,1,69,6
19,201,1,1,156,40
19,202,1,0,156,41
19,202,1,1,157,41
19,203,1,1,158,41
19,262,6,0,105,20
19,262,6,1,106,20
19,263,3,1,70,6
19,264,6,1,107,20
19,265,1,1,159,41
19,266,1,0,159,42
19,266,1,1,160,42
19,267,9,1,150,43
19,268,1,0,160,43
19,268,1,1,161,43
19,269,1,1,162,43
19,270,9,1,151,43
19,271,3,1,71,6
19,272,1,1,163,43
19,273,9,1,152,43
19,274,1,0,163,44
19,274,1,1,164,44
19,275,9,1,153,43
19,276,9,1,154,43
19,277,9,1,155,43
19,278,3,1,72,6
19,279,3,1,73,6
19,280,3,1,74,6
19,281,1,1,165,44
19,282,1,1,166,44
19,283,1,1,167,44
19,227,5,1,119,39
19,228,5,0,119,40
19,228,5,1,120,40
19,284,11,0,21,12
19,284,11,1,22,12
19,285,11,1,23,12
19,286,11,0,23,13
19,286,11,1,24,13
19,287,3,0,74,7
19,287,3,1,75,7
19,288,3,1,76,7
19,289,3,1,77,7
19,290,5,1,121,40
19,291,5,1,122,40
19,292,5,1,123,40
19,293,1,1,168,44
19,294,1,1,169,44
19,295,1,1,170,44
19,296,9,1,156,43
19,297,9,1,157,43
19,298,9,1,158,43
19,299,3,1,78,7
19,300,3,1,79,7
19,301,3,1,80,7
19,302,1,0,170,45
19,302,1,1,171,45
19,303,1,1,172,45
19,304,1,1,173,45
19,248,6,0,107,21
19,248,6,1,108,21
19,249,5,0,123,41
19,249,5,1,124,41
19,250,5,0,124,42
19,250,5,1,125,42
19,253,5,1,126,42
19,204,9,0,158,44
19,204,9,1,159,44
19,205,8,1,92,26
19,206,10,1,83,9
19,208,10,0,83,10
19,208,10,1,84,10
19,207,8,0,92,27
19,207,8,1,93,27
19,209,9,1,160,44
19,305,5,1,127,42
19,210,8,1,94,27
19,213,8,1,95,27
19,211,9,1,161,44
19,214,9,1,162,44
19,212,10,0,84,11
19,212,10,1,85,11
19,215,10,1,86,11
19,216,9,1,163,44
19,217,8,1,96,27
19,220,10,1,87,11
19,219,8,1,97,27
19,218,10,1,88,11
19,221,9,1,164,44
20,105,7,1,122,45
20,107,7,1,123,45
20,106,7,1,124,45
20,74,7,1,125,45
20,75,7,1,126,45
20,76,7,1,127,45
20,136,9,1,165,44
20,137,9,0,165,45
20,137,9,1,166,45
20,138,8,0,97,28
20,138,8,1,98,28
21,0,0,1,191,28
21,1,0,1,192,28
21,2,0,1,193,28
21,3,0,0,193,29
21,3,0,1,194,29
21,4,0,1,195,29
21,5,1,0,173,46
21,5,1,1,174,46
21,6,0,1,196,29
21,7,0,1,197,29
21,9,0,0,197,30
21,9,0,1,198,30
21,10,0,0,198,31
21,10,0,1,199,31
21,11,1,1,175,46
21,12,2,1,29,7
21,13,2,1,30,7
21,14,2,0,30,8
21,14,2,1,31,8
21,15,3,1,81,7
21,16,3,1,82,7
21,17,3,1,83,7
21,18,0,0,199,32
21,18,0,1,200,32
21,21,0,1,201,32
21,22,0,1,202,32
21,19,0,1,203,32
21,23,0,1,204,32
21,25,0,1,205,32
21,20,1,0,175,47
21,20,1,1,176,47
21,24,1,1,177,47
21,26,1,1,178,47
21,195,0,1,206,32
21,27,0,1,207,32
21,196,2,1,32,8
21,229,3,1,84,7
21,230,0,1,208,32
21,231,0,1,209,32
21,232,0,1,210,32
21,233,0,1,211,32
21,234,0,1,212,32
21,235,0,1,213,32
21,236,1,1,179,47
21,237,1,1,180,47
21,238,1,1,181,47
21,31,4,0,146,66
21,31,4,1,147,66
21,31,4,0,147,67
21,31,4,1,148,67
21,33,4,0,148,68
21,33,4,1,149,68
21,32,4,0,149,69
21,32,4,1,150,69
21,28,4,0,150,70
21,28,4,1,151,70
21,29,4,0,151,71
21,29,4,1,152,71
21,30,4,1,153,71
21,37,4,1,154,71
21,38,4,1,155,71
21,39,4,0,155,72
21,39,4,1,156,72
21,37,4,0,156,73
21,37,4,1,157,73
21,38,4,0,157,74
21,38,4,1,158,74
21,39,4,0,158,75
21,39,4,1,159,75
21,34,4,1,160,75
21,35,4,0,160,76
21,35,4,1,161,76
21,36,4,0,161,77
21,36,4,1,162,77
21,42,4,1,163,77
21,43,4,1,164,77
21,44,4,1,165,77
21,41,4,1,166,77
21,47,4,1,167,77
21,46,4,1,168,77
21,53,4,1,169,77
21,56,5,1,128,42
21,57,5,0,128,43
21,57,5,1,129,43
21,58,5,1,130,43
21,59,5,0,130,44
21,59,5,1,131,44
21,105,7,1,128,45
21,105,7,0,128,46
21,105,7,1,129,46
21,107,7,0,129,47
21,107,7,1,130,47
21,106,7,0,130,48
21,106,7,1,131,48
21,60,6,0,108,22
21,60,6,1,109,22
21,61,5,0,131,45
21,61,5,1,132,45
21,62,5,1,133,45
21,70,5,1,134,45
21,66,5,1,135,45
21,63,6,1,110,22
21,67,6,1,111,22
21,71,6,1,112,22
21,64,6,1,113,22
21,68,6,1,114,22
21,72,6,1,115,22
21,65,6,0,115,23
21,65,6,1,116,23
21,69,6,1,117,23
21,73,6,1,118,23
21,74,7,0,131,49
21,74,7,1,132,49
21,75,7,0,132,50
21,75,7,1,133,50
21,76,7,0,133,51
21,76,7,1,134,51
21,78,5,0,135,46
21,78,5,1,136,46
21,79,5,0,136,47
21,79,5,1,137,47
21,92,7,1,135,51
21,93,7,1,136,51
21,94,7,0,136,52
21,94,7,1,137,52
21,112,7,1,138,52
21,113,7,1,139,52
21,111,7,0,139,53
21,111,7,1,140,53
21,80,5,1,138,47
21,84,5,1,139,47
21,88,5,1,140,47
21,81,6,1,119,23
21,85,6,1,120,23
21,89,6,1,121,23
21,82,6,1,122,23
21,86,6,1,123,23
21,90,6,1,124,23
21,83,6,1,125,23
21,87,6,1,126,23
21,91,6,1,127,23
21,108,7,0,140,54
21,108,7,1,141,54
21,110,7,1,142,54
21,109,7,1,143,54
21,95,5,1,141,47
21,97,5,0,141,48
21,97,5,1,142,48
21,96,5,1,143,48
21,98,5,1,144,48
21,99,5,0,144,49
21,99,5,1,145,49
21,100,5,1,146,49
21,101,5,1,147,49
21,102,5,1,148,49
21,115,7,1,144,54
21,116,7,1,145,54
21,117,7,1,146,54
21,114,7,1,147,54
21,197,7,1,148,54
21,198,7,1,149,54
21,121,7,1,150,54
21,122,7,1,151,54
21,123,7,1,152,54
21,124,8,1,99,28
21,125,9,0,166,46
21,125,9,1,167,46
21,127,8,1,100,28
21,128,9,1,168,46
21,130,9,1,169,46
21,131,8,1,101,28
21,126,10,1,89,11
21,129,10,1,90,11
21,132,10,1,91,11
21,134,8,1,102,28
21,135,9,0,169,47
21,135,9,1,170,47
21,133,10,1,92,11
21,136,9,0,170,48
21,136,9,1,171,48
21,137,9,1,172,48
21,138,8,1,103,28
21,139,9,1,173,48
21,140,10,1,93,11
21,141,0,1,214,32
21,142,9,1,174,48
21,143,1,0,181,48
21,143,1,1,182,48
21,144,8,1,104,28
21,145,9,1,175,48
21,146,10,1,94,11
21,181,9,1,176,48
21,147,8,1,105,28
21,148,9,1,177,48
21,149,10,1,95,11
21,163,3,1,85,7
21,167,3,1,86,7
21,173,3,1,87,7
21,164,11,0,24,14
21,164,11,1,25,14
21,168,11,1,26,14
21,171,11,1,27,14
21,165,5,1,149,49
21,169,5,1,150,49
21,172,5,1,151,49
21,166,1,1,183,48
21,170,1,1,184,48
21,174,1,1,185,48
21,175,9,1,178,48
21,176,3,1,88,7
21,177,1,1,186,48
21,178,1,1,187,48
21,179,1,0,187,49
21,179,1,1,188,49
21,180,1,1,189,49
21,222,9,1,179,48
21,223,1,1,190,49
21,199,1,1,191,49
21,188,9,1,180,48
21,190,9,1,181,48
21,200,1,1,192,49
21,189,9,1,182,48
21,191,1,1,193,49
22,193,6,0,127,24
22,193,6,1,128,24
22,226,3,0,88,8
22,226,3,1,89,8
22,192,9,1,183,48
22,255,6,0,128,25
22,255,6,1,129,25
22,194,1,1,194,49
23,0,0,1,215,32
23,1,0,0,215,33
23,1,0,1,216,33
23,2,0,1,217,33
23,3,0,1,218,33
23,4,0,1,219,33
23,5,1,1,195,49
23,6,0,1,220,33
23,7,0,1,221,33
23,8,1,1,196,49
23,9,0,1,222,33
23,10,0,1,223,33
23,11,1,1,197,49
23,12,2,1,33,8
23,13,2,1,34,8
23,14,2,1,35,8
23,15,3,1,90,8
23,16,3,1,91,8
23,17,3,1,92,8
23,18,0,1,224,33
23,19,0,1,225,33
23,20,1,1,198,49
23,21,0,1,226,33
23,23,0,1,227,33
23,24,1,1,199,49
23,22,0,1,228,33
23,25,0,1,229,33
23,26,1,1,200,49
23,31,4,0,169,78
23,31,4,1,170,78
23,32,4,0,170,79
23,32,4,1,171,79
23,33,4,0,171,80
23,33,4,1,172,80
23,28,4,1,173,80
23,30,4,1,174,80
23,37,4,1,175,80
23,38,4,1,176,80
23,39,4,1,177,80
23,37,4,1,178,80
23,38,4,1,179,80
23,39,4,1,180,80
23,56,5,1,152,49
23,57,5,1,153,49
23,58,5,1,154,49
23,59,5,1,155,49
23,105,7,1,153,54
23,107,7,1,154,54
23,106,7,1,155,54
23,60,6,1,130,25
23,61,5,1,156,49
23,62,5,1,157,49
23,63,6,0,130,26
23,63,6,1,131,26
23,64,6,1,132,26
23,65,6,1,133,26
23,66,5,1,158,49
23,67,6,1,134,26
23,68,6,1,135,26
23,69,6,1,136,26
23,70,5,1,159,49
23,71,6,1,137,26
23,72,6,0,137,27
23,72,6,1,138,27
23,73,6,1,139,27
23,74,7,0,155,55
23,74,7,1,156,55
23,75,7,1,157,55
23,76,7,1,158,55
23,80,5,1,160,49
23,81,6,1,140,27
23,82,6,1,141,27
23,83,6,1,142,27
23,84,5,1,161,49
23,85,6,1,143,27
23,86,6,1,144,27
23,87,6,1,145,27
23,88,5,1,162,49
23,89,6,1,146,27
23,90,6,1,147,27
23,91,6,1,148,27
23,92,7,1,159,55
23,93,7,1,160,55
23,94,7,1,161,55
23,111,7,1,162,55
23,112,7,1,163,55
23,113,7,1,164,55
23,124,8,1,106,28
23,125,9,1,184,48
23,126,10,1,96,11
23,127,8,1,107,28
23,128,9,1,185,48
23,129,10,1,97,11
23,130,9,1,186,48
23,131,8,1,108,28
23,132,10,1,98,11
23,133,10,0,98,12
23,133,10,1,99,12
23,134,8,0,108,29
23,134,8,1,109,29
23,135,9,0,186,49
23,135,9,1,187,49
23,136,9,1,188,49
23,137,9,1,189,49
23,138,8,1,110,29
23,139,9,1,190,49
23,140,10,0,99,13
23,140,10,1,100,13
23,142,9,1,191,49
23,141,0,1,230,33
23,143,1,1,201,49
23,144,8,1,111,29
23,145,9,1,192,49
23,146,10,1,101,13
23,150,9,1,193,49
23,151,8,1,112,29
23,152,10,1,102,13
23,163,3,1,93,8
23,164,11,0,27,15
23,164,11,1,28,15
23,165,5,1,163,49
23,166,1,1,202,49
23,167,3,1,94,8
23,168,11,0,28,16
23,168,11,1,29,16
23,169,5,1,164,49
23,170,1,1,203,49
23,173,3,1,95,8
23,171,11,1,30,16
23,172,5,1,165,49
23,174,1,1,204,49
23,175,9,1,194,49
23,176,3,1,96,8
23,177,1,1,205,49
23,182,9,1,195,49
23,183,3,1,97,8
23,178,1,1,206,49
23,184,9,1,196,49
23,185,3,1,98,8
23,179,1,1,207,49
23,186,9,1,197,49
23,187,3,0,98,9
23,187,3,1,99,9
23,180,1,1,208,49
23,224,9,1,198,49
23,199,1,0,208,50
23,199,1,1,209,50
23,200,1,0,209,51
23,200,1,1,210,51
23,190,9,1,199,49
23,188,9,1,200,49
23,189,9,1,201,49
23,191,1,0,210,52
23,191,1,1,211,52
23,193,6,0,148,28
23,193,6,1,149,28
23,266,1,0,211,53
23,266,1,1,212,53
23,306,9,1,202,49
23,307,9,1,203,49
23,267,9,1,204,49
23,269,1,0,212,54
23,269,1,1,213,54
23,270,9,1,205,49
23,272,1,1,214,54
23,155,10,1,103,13
23,156,8,1,113,29
23,157,9,1,206,49
24,0,0,1,231,33
24,1,0,0,231,34
24,1,0,1,232,34
24,2,0,1,233,34
24,3,0,1,234,34
24,4,0,1,235,34
24,5,1,1,215,54
24,6,0,1,236,34
24,9,0,1,237,34
24,7,0,1,238,34
24,10,0,1,239,34
24,8,1,1,216,54
24,11,1,1,217,54
24,12,2,1,36,8
24,13,2,1,37,8
24,14,2,1,38,8
24,15,3,1,100,9
24,16,3,1,101,9
24,17,3,1,102,9
24,18,0,1,240,34
24,19,0,1,241,34
24,20,1,1,218,54
24,23,0,1,242,34
24,21,0,1,243,34
24,24,1,1,219,54
24,22,0,1,244,34
24,25,0,1,245,34
24,26,1,1,220,54
24,31,4,0,180,81
24,31,4,1,181,81
24,32,4,0,181,82
24,32,4,1,182,82
24,33,4,0,182,83
24,33,4,1,183,83
24,28,4,0,183,84
24,28,4,1,184,84
24,29,4,1,185,84
24,30,4,0,185,85
24,30,4,1,186,85
24,37,4,0,186,86
24,37,4,1,187,86
24,38,4,1,188,86
24,39,4,0,188,87
24,39,4,1,189,87
24,37,4,1,190,87
24,38,4,0,190,88
24,38,4,1,191,88
24,39,4,0,191,89
24,39,4,1,192,89
24,34,4,1,193,89
24,35,4,1,194,89
24,42,4,1,195,89
24,43,4,1,196,89
24,44,4,1,197,89
24,41,4,0,197,90
24,41,4,1,198,90
24,36,4,1,199,90
24,56,5,1,166,49
24,57,5,0,166,50
24,57,5,1,167,50
24,58,5,1,168,50
24,59,5,1,169,50
24,105,7,0,164,56
24,105,7,1,165,56
24,107,7,0,165,57
24,107,7,1,166,57
24,106,7,0,166,58
24,106,7,1,167,58
24,60,6,0,149,29
24,60,6,1,150,29
24,61,5,0,169,51
24,61,5,1,170,51
24,62,5,0,170,52
24,62,5,1,171,52
24,63,6,0,150,30
24,63,6,1,151,30
24,65,6,1,152,30
24,64,6,0,152,31
24,64,6,1,153,31
24,66,5,1,172,52
24,67,6,1,154,31
24,69,6,1,155,31
24,68,6,1,156,31
24,70,5,1,173,52
24,71,6,1,157,31
24,73,6,1,158,31
24,72,6,1,159,31
24,74,7,1,168,58
24,75,7,0,168,59
24,75,7,1,169,59
24,76,7,1,170,59
24,77,5,1,174,52
24,78,5,1,175,52
24,79,5,1,176,52
24,92,7,1,171,59
24,93,7,0,171,60
24,93,7,1,172,60
24,94,7,1,173,60
24,111,7,1,174,60
24,112,7,1,175,60
24,113,7,1,176,60
24,80,5,1,177,52
24,81,6,1,160,31
24,83,6,1,161,31
24,82,6,1,162,31
24,84,5,1,178,52
24,85,6,1,163,31
24,87,6,1,164,31
24,86,6,0,164,32
24,86,6,1,165,32
24,88,5,1,179,52
24,89,6,1,166,32
24,91,6,1,167,32
24,90,6,1,168,32
24,124,8,1,114,29
24,125,9,1,207,49
24,126,10,1,104,13
24,124,8,1,115,29
24,125,9,1,208,49
24,126,10,0,104,14
24,126,10,1,105,14
24,127,8,1,116,29
24,128,9,1,209,49
24,129,10,1,106,14
24,130,9,0,209,50
24,130,9,1,210,50
24,131,8,1,117,29
24,132,10,0,106,15
24,132,10,1,107,15
24,134,8,1,118,29
24,133,10,1,108,15
24,135,9,1,211,50
24,136,9,0,211,51
24,136,9,1,212,51
24,137,9,0,212,52
24,137,9,1,213,52
24,138,8,0,118,30
24,138,8,1,119,30
24,139,9,1,214,52
24,140,10,1,109,15
24,141,0,1,246,34
24,142,9,1,215,52
24,143,1,0,220,55
24,143,1,1,221,55
24,144,8,1,120,30
24,145,9,1,216,52
24,146,10,1,110,15
24,150,9,1,217,52
24,151,8,0,120,31
24,151,8,1,121,31
24,152,10,1,111,15
24,147,8,1,122,31
24,148,9,1,218,52
24,149,10,1,112,15
24,163,3,1,103,9
24,164,11,0,30,17
24,164,11,1,31,17
24,165,5,1,180,52
24,166,1,1,222,55
24,168,11,1,32,17
24,169,5,1,181,52
24,167,3,1,104,9
24,170,1,1,223,55
24,171,11,1,33,17
24,172,5,1,182,52
24,173,3,1,105,9
24,174,1,1,224,55
24,176,3,1,106,9
24,175,9,1,219,52
24,177,1,1,225,55
24,178,1,1,226,55
24,179,1,1,227,55
24,180,1,1,228,55
24,222,9,1,220,52
24,223,1,0,228,56
24,223,1,1,229,56
24,224,9,1,221,52
24,225,3,1,107,9
24,199,1,0,229,57
24,199,1,1,230,57
24,188,9,1,222,52
24,200,1,0,230,58
24,200,1,1,231,58
24,190,9,1,223,52
24,191,1,0,231,59
24,191,1,1,232,59
24,193,6,1,169,32
24,194,1,1,233,59
24,201,1,1,234,59
24,202,1,1,235,59
24,203,1,1,236,59
24,156,8,1,123,31
24,155,10,1,113,15
24,157,9,1,224,52
24,158,9,1,225,52
24,159,8,1,124,31
25,29,4,0,199,91
25,29,4,1,200,91
25,30,4,1,201,91
25,59,5,0,182,53
25,59,5,1,183,53
25,105,7,0,176,61
25,105,7,1,177,61
25,107,7,0,177,62
25,107,7,1,178,62
25,106,7,1,179,62
25,60,6,0,169,33
25,60,6,1,170,33
25,61,5,0,183,54
25,61,5,1,184,54
26,0,0,1,247,34
26,1,0,1,248,34
26,2,0,1,249,34
26,3,0,1,250,34
26,4,0,1,251,34
26,5,1,1,237,59
26,6,0,1,252,34
26,7,0,1,253,34
